=== DECILE_WINRATE_REPORT ===
Generated: 2026-03-29 14:10:06
ST   ATR    Vol    RSI    ADX    EMA    BBW    R_BSP  B_BSP  RT_BSP S_BSP  Total    Wins   Win Rate   PnL       
5M   40     10     20     50     70     50     -1     0      1      1      1        0      0.0% -0.09     
5M   40     10     20     60     50     50     -1     0      0      0      1        0      0.0% -0.16     
5M   40     10     20     100    50     20     -1     0      0      0      1        0      0.0% -0.37     
5M   40     10     30     10     30     10     0      0      0      0      1        0      0.0% -0.13     
5M   40     10     30     10     80     10     0      0      0      0      1        0      0.0% -0.09     
5M   40     10     30     20     20     10     -1     0      0      0      1        0      0.0% -0.17     
5M   40     10     30     20     30     10     0      0      1      1      1        0      0.0% -0.21     
5M   40     10     30     30     70     10     -1     0      0      0      1        1      100.0% 0.13      
5M   40     10     30     40     30     30     -1     0      0      0      1        0      0.0% -0.12     
5M   40     10     30     60     20     80     0      0      0      0      1        0      0.0% -0.11     
5M   40     10     30     60     30     20     0      0      0      0      1        0      0.0% -0.37     
5M   40     10     30     70     50     60     0      0      -1     -1     1        1      100.0% 0.18      
5M   40     10     30     70     70     30     0      0      1      1      1        0      0.0% -0.16     
5M   40     10     40     10     40     20     0      -1     -1     -1     1        0      0.0% -0.07     
5M   40     10     40     10     60     10     -1     0      0      0      1        1      100.0% 0.22      
5M   40     10     40     20     30     20     -1     0      0      0      1        0      0.0% -0.11     
5M   40     10     40     30     20     30     0      0      0      0      1        0      0.0% -0.08     
5M   40     10     40     40     10     40     0      1      0      0      1        0      0.0% -0.10     
5M   40     10     40     40     60     80     0      0      0      0      1        1      100.0% 0.18      
5M   40     10     40     40     70     100    0      -1     0      0      1        0      0.0% -0.08     
5M   40     10     40     50     10     90     1      0      0      0      1        0      0.0% -0.18     
5M   40     10     40     50     70     20     -1     0      -1     -1     1        1      100.0% 0.43      
5M   40     10     40     100    70     100    -1     0      0      0      1        0      0.0% -0.20     
5M   40     10     50     10     70     30     1      0      0      0      1        0      0.0% -0.20     
5M   40     10     50     20     20     30     1      0      -1     -1     1        0      0.0% -0.11     
5M   40     10     50     20     20     30     1      0      0      0      1        0      0.0% -0.13     
5M   40     10     50     30     10     20     1      0      0      0      1        0      0.0% -0.29     
5M   40     10     50     40     40     20     0      0      0      0      1        0      0.0% -0.10     
5M   40     10     50     60     20     20     -1     0      0      0      1        0      0.0% -0.07     
5M   40     10     60     10     20     30     -1     0      0      0      1        1      100.0% 0.21      
5M   40     10     60     10     20     30     0      0      0      0      2        1      50.0% 0.05      
5M   40     10     60     10     30     10     1      0      -1     -1     1        0      0.0% -0.15     
5M   40     10     60     30     20     30     1      0      1      1      1        0      0.0% -0.11     
5M   40     10     60     30     30     30     1      0      0      0      1        0      0.0% -0.11     
5M   40     10     60     60     60     60     1      0      -1     -1     1        1      100.0% 0.18      
5M   40     10     70     10     40     30     1      0      0      0      1        0      0.0% -0.19     
5M   40     10     70     20     30     30     1      0      1      1      1        1      100.0% 0.47      
5M   40     10     70     20     30     40     0      0      1      1      1        0      0.0% -0.16     
5M   40     10     70     20     50     20     -1     0      0      0      1        1      100.0% 0.33      
5M   40     10     70     40     10     10     -1     0      0      0      1        0      0.0% -0.13     
5M   40     10     70     40     40     30     -1     0      0      0      1        0      0.0% -0.16     
5M   40     10     70     40     40     40     0      0      -1     -1     1        0      0.0% -0.19     
5M   40     10     70     40     40     50     0      0      0      0      1        0      0.0% -0.16     
5M   40     10     70     50     20     10     1      0      -1     -1     1        0      0.0% -0.21     
5M   40     10     80     10     50     30     1      0      0      0      1        0      0.0% -0.30     
5M   40     10     80     30     30     30     1      0      0      0      1        0      0.0% -0.12     
5M   40     10     80     100    70     10     -1     0      -1     -1     1        0      0.0% -0.62     
5M   40     10     80     100    80     50     -1     0      0      0      1        0      0.0% -0.11     
5M   40     10     90     50     70     30     1      0      0      0      1        0      0.0% -0.25     
5M   40     10     90     60     50     30     0      0      0      0      1        0      0.0% -0.15     
5M   40     10     90     70     20     80     0      -1     0      0      1        1      100.0% 0.11      
5M   40     10     100    10     10     60     1      0      0      0      1        0      0.0% -0.22     
5M   40     10     100    20     30     40     0      0      0      0      1        0      0.0% -0.14     
5M   40     10     100    20     40     10     0      0      0      0      1        0      0.0% -0.16     
5M   40     10     100    40     80     50     1      0      0      0      1        1      100.0% 0.09      
5M   40     10     100    50     40     20     1      0      0      0      1        1      100.0% 0.16      
5M   40     10     100    60     90     100    0      0      0      0      1        0      0.0% -0.10     
5M   40     10     100    100    50     50     0      0      0      0      1        0      0.0% -0.08     
5M   40     20     50     20     60     30     1      0      1      1      1        0      0.0% -0.33     
5M   40     20     60     10     20     30     1      0      -1     -1     1        0      0.0% -0.10     
5M   40     20     70     20     30     20     1      0      -1     -1     1        0      0.0% -0.12     
5M   40     40     60     20     40     30     1      0      -1     -1     1        0      0.0% -0.04     
5M   40     60     30     10     20     100    0      0      1      1      1        0      0.0% -0.11     
5M   50     10     10     10     70     20     0      0      0      0      1        0      0.0% -0.21     
5M   50     10     10     20     30     60     -1     0      0      0      1        0      0.0% -0.18     
5M   50     10     10     100    70     100    -1     0      0      0      1        0      0.0% -0.92     
5M   50     10     20     100    90     80     0      0      0      0      1        0      0.0% -0.27     
5M   50     10     30     10     10     100    0      0      0      0      1        0      0.0% -0.24     
5M   50     10     30     10     30     30     0      0      1      1      1        1      100.0% 0.25      
5M   50     10     30     10     70     10     0      0      0      0      1        1      100.0% 0.24      
5M   50     10     30     40     30     50     1      0      1      1      1        0      0.0% -0.05     
5M   50     10     30     40     40     50     0      -1     0      0      1        0      0.0% -0.09     
5M   50     10     30     60     40     30     0      0      -1     -1     1        0      0.0% -0.10     
5M   50     10     40     10     30     10     -1     0      0      0      1        0      0.0% -0.14     
5M   50     10     50     10     30     20     0      0      1      1      1        1      100.0% 0.15      
5M   50     10     50     10     30     40     0      0      0      0      1        0      0.0% -0.19     
5M   50     10     50     10     80     10     -1     0      0      0      1        0      0.0% -0.29     
5M   50     10     50     20     10     40     0      0      0      0      1        0      0.0% -0.21     
5M   50     10     50     30     50     50     -1     0      0      0      1        1      100.0% 0.15      
5M   50     10     50     40     70     60     -1     0      0      0      1        1      100.0% 0.09      
5M   50     10     50     100    20     20     0      0      0      0      1        0      0.0% -0.07     
5M   50     10     60     20     30     50     1      0      0      0      1        0      0.0% -0.22     
5M   50     10     60     30     20     50     -1     0      1      1      1        0      0.0% -0.45     
5M   50     10     60     50     90     30     1      0      0      0      1        0      0.0% -0.22     
5M   50     10     70     10     10     40     0      0      0      0      1        0      0.0% -0.25     
5M   50     10     70     10     10     60     1      -1     -1     -1     1        1      100.0% 0.31      
5M   50     10     70     20     20     20     0      0      0      0      1        0      0.0% -0.17     
5M   50     10     70     40     50     20     1      0      0      0      1        0      0.0% -0.11     
5M   50     10     90     70     30     60     0      0      0      0      1        1      100.0% 0.03      
5M   50     10     100    10     10     40     0      0      0      0      1        1      100.0% 0.17      
5M   50     10     100    30     50     50     0      0      0      0      1        0      0.0% -0.09     
5M   50     10     100    50     40     30     0      0      0      0      1        0      0.0% -0.08     
5M   50     20     70     50     50     30     1      0      -1     -1     1        0      0.0% -0.19     
5M   60     10     10     10     50     60     -1     0      0      0      1        1      100.0% 0.21      
5M   60     10     20     60     40     30     1      0      0      0      1        0      0.0% -0.12     
5M   60     10     40     10     30     30     0      0      0      0      1        1      100.0% 0.17      
5M   60     10     40     50     30     30     0      0      0      0      1        0      0.0% -0.22     
5M   60     10     50     10     20     70     -1     0      0      0      1        1      100.0% 0.32      
5M   60     10     50     20     30     10     -1     0      0      0      1        0      0.0% -0.15     
5M   60     10     50     20     50     20     1      0      0      0      1        0      0.0% -0.28     
5M   60     10     50     20     60     10     -1     0      0      0      1        0      0.0% -0.24     
5M   60     10     50     100    80     100    1      0      0      0      1        0      0.0% -0.11     
5M   60     10     60     10     10     30     -1     0      0      0      1        0      0.0% -0.09     
5M   60     10     60     10     20     50     0      0      0      0      1        1      100.0% 0.27      
5M   60     10     60     40     10     100    0      0      0      0      1        1      100.0% 0.18      
5M   60     10     60     50     30     10     0      0      0      0      1        1      100.0% 0.10      
5M   60     10     70     10     10     10     1      0      0      0      1        0      0.0% -0.10     
5M   60     10     70     40     60     40     0      0      0      0      1        0      0.0% -0.25     
5M   60     10     70     40     90     60     -1     0      -1     -1     1        0      0.0% -0.48     
5M   60     10     70     60     30     80     0      0      0      0      1        1      100.0% 0.10      
5M   60     10     70     100    10     40     0      0      -1     -1     1        1      100.0% 0.06      
5M   60     10     80     10     30     40     1      0      0      0      1        0      0.0% -0.20     
5M   60     10     80     70     20     70     1      0      0      0      1        0      0.0% -0.08     
5M   60     10     80     70     60     80     0      0      0      0      1        1      100.0% 0.57      
5M   60     10     90     10     50     50     0      0      0      0      1        0      0.0% -0.36     
5M   60     10     90     20     70     40     0      0      0      0      1        0      0.0% -0.29     
5M   60     10     100    100    50     90     0      0      -1     -1     1        0      0.0% -0.18     
5M   70     10     10     40     10     80     0      0      0      0      1        0      0.0% -0.21     
5M   70     10     10     60     50     60     -1     0      0      0      1        1      100.0% 0.15      
5M   70     10     30     40     50     40     0      0      0      0      1        1      100.0% 0.25      
5M   70     10     30     40     90     100    -1     0      0      0      1        0      0.0% -0.55     
5M   70     10     30     50     10     10     -1     0      0      0      1        0      0.0% -0.28     
5M   70     10     40     10     40     10     -1     0      -1     -1     1        0      0.0% -0.18     
5M   70     10     40     40     20     30     -1     0      1      1      1        0      0.0% -0.40     
5M   70     10     50     10     40     30     -1     0      0      0      1        0      0.0% -0.09     
5M   70     10     50     20     50     100    1      0      0      0      1        0      0.0% -0.13     
5M   70     10     50     40     60     80     0      0      1      1      1        0      0.0% -0.18     
5M   70     10     50     50     10     100    0      -1     0      0      1        0      0.0% -0.06     
5M   70     10     60     10     20     50     0      0      0      0      1        0      0.0% -0.12     
5M   70     10     60     20     30     50     -1     0      0      0      1        1      100.0% 0.22      
5M   70     10     60     40     40     100    0      0      0      0      1        0      0.0% -0.16     
5M   70     10     80     40     10     40     -1     0      0      0      1        0      0.0% -0.26     
5M   70     10     100    40     60     20     1      0      0      0      1        0      0.0% -0.55     
5M   90     10     30     10     60     40     0      0      0      0      1        0      0.0% -0.24     
5M   90     10     60     40     70     70     0      0      0      0      1        0      0.0% -0.19     
5M   90     10     70     30     50     40     1      1      0      0      1        0      0.0% -0.38     
5M   90     10     70     50     10     20     -1     0      0      0      1        0      0.0% -0.13     
5M   90     10     80     70     60     30     -1     0      0      0      1        0      0.0% -0.11     
5M   90     10     90     40     90     100    1      0      0      0      1        0      0.0% -0.09     
5M   90     10     100    10     10     70     0      0      0      0      1        0      0.0% -0.19     
5M   100    10     10     10     30     10     0      0      0      0      1        0      0.0% -0.12     
5M   100    10     20     10     50     30     -1     0      0      0      1        1      100.0% 0.07      
5M   100    10     30     20     20     30     1      0      0      0      1        0      0.0% -0.36     
5M   100    10     50     20     10     40     1      0      1      1      1        0      0.0% -0.12     
5M   100    10     60     10     50     50     -1     0      0      0      1        0      0.0% -0.25     
5M   100    10     60     20     40     70     0      0      0      0      1        0      0.0% -0.18     
5M   100    10     70     50     90     30     0      0      0      0      1        1      100.0% 0.19      
5M   100    10     80     10     90     80     0      0      0      0      1        0      0.0% -0.17     
5M   100    10     80     10     90     100    0      0      0      0      1        0      0.0% -0.18     


=== INDIVIDUAL DIMENSION PERFORMANCE ===

--- Dimension: ATR_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         181        52         28.7        % -6.11     
20         189        55         29.1        % -9.94     
30         200        70         35.0        % -8.40     
40         177        51         28.8        % -7.58     
50         172        67         39.0        % -5.20     
60         131        46         35.1        % -5.74     
70         97         19         19.6        % -11.79    
90         56         13         23.2        % -6.63     
100        61         19         31.1        % -1.37     

--- Dimension: VOLUME_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         1123       356        31.7        % -51.25    
20         51         12         23.5        % -3.69     
30         35         11         31.4        % -3.30     
40         24         2          8.3         % -3.43     
50         9          4          44.4        % 0.06      
60         6          1          16.7        % -0.35     
70         5          1          20.0        % -0.54     
80         1          0          0.0         % -0.16     
90         3          2          66.7        % -0.11     
100        7          3          42.9        % 0.01      

--- Dimension: RSI_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         68         23         33.8        % -3.85     
20         53         21         39.6        % -2.85     
30         131        47         35.9        % -5.86     
40         182        67         36.8        % -5.03     
50         214        75         35.0        % -5.79     
60         217        63         29.0        % -11.22    
70         171        42         24.6        % -11.76    
80         117        29         24.8        % -6.90     
90         51         10         19.6        % -4.79     
100        60         15         25.0        % -4.69     

--- Dimension: ADX_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         255        80         31.4        % -10.19    
20         224        64         28.6        % -14.52    
30         169        58         34.3        % -4.33     
40         194        50         25.8        % -12.67    
50         138        43         31.2        % -5.98     
60         120        44         36.7        % -5.34     
70         79         29         36.7        % -3.06     
90         26         8          30.8        % -1.57     
100        59         16         27.1        % -5.09     

--- Dimension: EMA_DIST_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         280        72         25.7        % -12.63    
20         282        81         28.7        % -14.74    
30         228        79         34.6        % -9.79     
40         163        58         35.6        % -5.64     
50         107        36         33.6        % -5.98     
60         81         29         35.8        % -4.40     
70         64         23         35.9        % -2.17     
80         32         11         34.4        % -2.46     
90         27         3          11.1        % -4.94     

--- Dimension: BBW_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         249        58         23.3        % -15.97    
20         260        106        40.8        % -6.38     
30         203        65         32.0        % -10.08    
40         175        41         23.4        % -12.75    
50         120        38         31.7        % -6.83     
60         87         30         34.5        % -5.05     
70         53         16         30.2        % -0.80     
80         44         17         38.6        % 0.64      
90         24         7          29.2        % -0.91     
100        49         14         28.6        % -4.62     

--- Dimension: RANGE_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         350        140        40.0        % -12.59    
0          564        153        27.1        % -30.62    
1          350        99         28.3        % -19.54    

--- Dimension: BREAKOUT_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         113        45         39.8        % -2.04     
0          1078       333        30.9        % -55.21    
1          73         14         19.2        % -5.50     

--- Dimension: RETEST_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         149        46         30.9        % -6.89     
0          948        294        31.0        % -48.94    
1          167        52         31.1        % -6.92     

--- Dimension: SIGNAL_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         149        46         30.9        % -6.89     
0          948        294        31.0        % -48.94    
1          167        52         31.1        % -6.92     
